team,season,player,position,league_starts,league_subs,league_apps,league_goals
Newcastle United,2425,Sean Longstaff,MF,8,17,25,0
Newcastle United,2425,Bruno Guimarães,MF,38,0,38,5
Newcastle United,2425,Lewis Miley,MF,1,13,14,1
Newcastle United,2425,Trevan Sanusi,MF,0,0,0,0
Newcastle United,2425,Lloyd Kelly,DF,4,6,10,0
Newcastle United,2425,Miguel Almirón,MF,1,8,9,0
Newcastle United,2526,Nick Pope,GK,27,0,27,0
Newcastle United,2526,Kieran Trippier,DF,18,3,21,0
Newcastle United,2526,Lewis Hall,DF,24,6,30,1
Newcastle United,2526,Sven Botman,DF,21,4,25,1
Newcastle United,2526,Fabian Schär,DF,11,5,16,0
Newcastle United,2526,Joelinton,MF,23,4,27,2
Newcastle United,2526,Sandro Tonali,MF,31,4,35,0
Newcastle United,2526,Yoane Wissa,FW,4,15,19,1
Newcastle United,2526,Anthony Gordon,MF,24,2,26,6
Newcastle United,2526,Harvey Barnes,MF,19,18,37,7
Newcastle United,2526,Malick Thiaw,DF,33,2,35,4
Newcastle United,2526,Emil Krafth,DF,1,0,1,0
Newcastle United,2526,William Osula,FW,8,16,24,7
Newcastle United,2526,Anthony Elanga,MF,14,18,32,0
Newcastle United,2526,Tino Livramento,DF,14,3,17,0
Newcastle United,2526,Jacob Murphy,MF,20,14,34,3
Newcastle United,2526,Nick Woltemade,FW,24,9,33,8
Newcastle United,2526,Joe Willock,MF,10,14,24,0
Newcastle United,2526,Aaron Ramsdale,GK,11,1,12,0
Newcastle United,2526,Dan Burn,DF,25,4,29,1
Newcastle United,2526,Alex Murphy,DF,0,2,2,0
Newcastle United,2526,Bruno Guimarães,MF,27,2,29,9
Newcastle United,2526,Jacob Ramsey,MF,15,13,28,2
Newcastle United,2526,Leo Shahar,DF,0,0,0,0
Newcastle United,2526,Sean Neave,FW,0,1,1,0
Newcastle United,2526,Lewis Miley,MF,15,8,23,1
Newcastle United,2526,Jamaal Lascelles,DF,0,2,2,0
Nottingham Forest,2223,Dean Henderson,GK,18,0,18,0
Nottingham Forest,2223,Giulian Biancone,DF,0,2,2,0
Nottingham Forest,2223,Steve Cook,DF,11,1,12,0
Nottingham Forest,2223,Joe Worrall,DF,21,9,30,1
Nottingham Forest,2223,Orel Mangala,MF,20,7,27,1
Nottingham Forest,2223,Jonjo Shelvey,MF,6,2,8,0
Nottingham Forest,2223,Neco Williams,DF,20,11,31,1
Nottingham Forest,2223,Jack Colback,MF,4,7,11,0
Nottingham Forest,2223,Taiwo Awoniyi,FW,17,10,27,10
Nottingham Forest,2223,Morgan Gibbs-White,MF,34,1,35,5
Nottingham Forest,2223,Jesse Lingard,MF,12,5,17,0
Nottingham Forest,2223,Keylor Navas,GK,17,0,17,0
Nottingham Forest,2223,Jordan Smith,GK,0,0,0,0
Nottingham Forest,2223,Wayne Hennessey,GK,3,1,4,0
Nottingham Forest,2223,Harry Toffolo,DF,9,10,19,0
Nottingham Forest,2223,Sam Surridge,FW,1,19,20,1
Nottingham Forest,2223,Cafú,MF,0,1,1,0
Nottingham Forest,2223,Moussa Niakhaté,DF,14,0,14,0
Nottingham Forest,2223,Brennan Johnson,FW,33,5,38,8
Nottingham Forest,2223,Cheikhou Kouyaté,MF,10,11,21,1
Nottingham Forest,2223,Ryan Yates,MF,21,5,26,0
Nottingham Forest,2223,Remo Freuler,MF,24,4,28,0
Nottingham Forest,2223,Serge Aurier,DF,22,2,24,1
Nottingham Forest,2223,Emmanuel Dennis,FW,6,13,19,2
Nottingham Forest,2223,Scott McKenna,DF,19,1,20,0
Nottingham Forest,2223,Omar Richards,DF,0,0,0,0
Nottingham Forest,2223,Danilo,MF,12,1,13,3
Nottingham Forest,2223,Willy Boly,DF,9,2,11,0
Nottingham Forest,2223,Gustavo Scarpa,MF,2,4,6,0
Nottingham Forest,2223,Renan Lodi,DF,26,2,28,0
Nottingham Forest,2223,Lyle Taylor,FW,0,0,0,0
Nottingham Forest,2223,André Ayew,FW,1,12,13,0
Nottingham Forest,2223,Adnan Kanurić,GK,0,0,0,0
Nottingham Forest,2223,Felipe,DF,15,1,16,0
Nottingham Forest,2223,Chris Wood,FW,5,2,7,1
Nottingham Forest,2223,Oliver Hammond,MF,0,0,0,0
Nottingham Forest,2223,Zach Abbott,DF,0,0,0,0
Nottingham Forest,2223,Detlef Esapa Osong,FW,0,0,0,0
Nottingham Forest,2223,Loïc Mbe Soh,DF,0,0,0,0
Nottingham Forest,2223,Lewis O'Brien,MF,6,7,13,1
Nottingham Forest,2223,Alex Mighten,FW,0,1,1,0
Nottingham Forest,2223,Dale Taylor,FW,0,0,0,0
Nottingham Forest,2223,Billy Fewster,MF,0,0,0,0
Nottingham Forest,2223,Aaron Donnelly,DF,0,0,0,0
Nottingham Forest,2324,Matt Turner,GK,17,0,17,0
Nottingham Forest,2324,Nuno Tavares,LB,5,3,8,0
Nottingham Forest,2324,Joe Worrall,CB,5,2,7,0
Nottingham Forest,2324,Orel Mangala,CM,19,1,20,1
Nottingham Forest,2324,Ibrahim Sangaré,DM,13,4,17,0
Nottingham Forest,2324,Neco Williams,RB,18,8,26,0
Nottingham Forest,2324,Cheikhou Kouyaté,DM,2,10,12,0
Nottingham Forest,2324,Taiwo Awoniyi,CF,12,8,20,6
Nottingham Forest,2324,Morgan Gibbs-White,AM,35,2,37,5
Nottingham Forest,2324,Chris Wood,CF,20,11,31,14
Nottingham Forest,2324,Andrey Santos,CM,0,1,1,0
Nottingham Forest,2324,Callum Hudson-Odoi,LW,20,9,29,8
Nottingham Forest,2324,Harry Toffolo,LB,15,8,23,1
Nottingham Forest,2324,Nicolás Domínguez,CM,19,7,26,2
Nottingham Forest,2324,Felipe,CB,4,3,7,0
Nottingham Forest,2324,Moussa Niakhaté,CB,15,6,21,1
Nottingham Forest,2324,Brennan Johnson,LW,3,0,3,0
Nottingham Forest,2324,Gio Reyna,AM,2,7,9,0
Nottingham Forest,2324,Anthony Elanga,RW,25,11,36,5
Nottingham Forest,2324,Ryan Yates,CM,21,14,35,1
Nottingham Forest,2324,Odysseas Vlachodimos,GK,5,0,5,0
Nottingham Forest,2324,Serge Aurier,RB,10,2,12,0
Nottingham Forest,2324,Scott McKenna,CB,5,0,5,0
Nottingham Forest,2324,Matz Sels,GK,16,0,16,0
Nottingham Forest,2324,Divock Origi,CF,6,14,20,0
Nottingham Forest,2324,Danilo,CM,20,9,29,2
Nottingham Forest,2324,Gonzalo Montiel,RB,8,6,14,0
Nottingham Forest,2324,Willy Boly,CB,18,2,20,2
Nottingham Forest,2324,Andrew Omobamidele,CB,8,3,11,0
Nottingham Forest,2324,Rodrigo Ribeiro,CF,0,4,4,0
Nottingham Forest,2324,Murillo,CB,32,0,32,0
Nottingham Forest,2324,Brandon Aguilera,CM,0,1,1,0
Nottingham Forest,2324,Ola Aina,RB,20,2,22,1
Nottingham Forest,2324,Joe Gardner,RW,0,0,0,0
Nottingham Forest,2425,Morato,CB,6,20,26,0
Nottingham Forest,2425,Murillo,CB,36,0,36,2
Nottingham Forest,2425,Ibrahim Sangaré,DM,7,6,13,0
Nottingham Forest,2425,Neco Williams,RB,28,7,35,1
Nottingham Forest,2425,Elliot Anderson,CM,33,4,37,2
Nottingham Forest,2425,Taiwo Awoniyi,CF,3,23,26,1
Nottingham Forest,2425,Morgan Gibbs-White,AM,34,0,34,7
Nottingham Forest,2425,Chris Wood,CF,35,1,36,20
Nottingham Forest,2425,Andrew Omobamidele,CB,0,0,0,0
Nottingham Forest,2425,Callum Hudson-Odoi,LW,25,6,31,5
Nottingham Forest,2425,Harry Toffolo,LB,1,3,4,0
Nottingham Forest,2425,Nicolás Domínguez,CM,23,11,34,0
Nottingham Forest,2425,Eric da Silva Moreira,RB,0,2,2,0
Nottingham Forest,2425,James Ward-Prowse,CM,5,4,9,0
Nottingham Forest,2425,Àlex Moreno,LB,11,4,15,0
Nottingham Forest,2425,Jota Silva,RW,5,26,31,3
Nottingham Forest,2425,Anthony Elanga,RW,31,7,38,6
Nottingham Forest,2425,Ryan Yates,DM,18,17,35,2
Nottingham Forest,2425,Ramón Sosa,LW,1,18,19,1
Nottingham Forest,2425,Matz Sels,GK,38,0,38,0
Nottingham Forest,2425,Danilo,CM,5,3,8,0
Nottingham Forest,2425,Willy Boly,CB,1,5,6,0
Nottingham Forest,2425,Nikola Milenković,CB,37,0,37,5
Nottingham Forest,2425,Carlos Miguel,GK,0,0,0,0
Nottingham Forest,2425,Ola Aina,RB,35,0,35,2
Nottingham Forest,2425,Zach Abbott,CB,0,0,0,0
Nottingham Forest,2526,Neco Williams,RB,0,0,0,2
Nottingham Forest,2526,Morato,CB,0,0,0,1
Nottingham Forest,2526,Murillo,CB,25,0,25,1
Nottingham Forest,2526,Ibrahim Sangaré,DM,0,0,0,2
Nottingham Forest,2526,Callum Hudson-Odoi,LW,0,0,0,3
Nottingham Forest,2526,Elliot Anderson,CM,0,0,0,4
Nottingham Forest,2526,Taiwo Awoniyi,CF,0,0,0,4
Nottingham Forest,2526,Morgan Gibbs-White,AM,0,0,0,15
Nottingham Forest,2526,Chris Wood,CF,0,0,0,3
Nottingham Forest,2526,John Victor,GK,5,0,5,0
Nottingham Forest,2526,Dan Ndoye,RW,0,0,0,1
Nottingham Forest,2526,Nicolás Domínguez,CM,0,0,0,1
Nottingham Forest,2526,Angus Gunn,GK,0,0,0,0
Nottingham Forest,2526,Igor Jesus,CF,0,0,0,6
Nottingham Forest,2526,Lorenzo Lucca,CF,0,0,0,1
Nottingham Forest,2526,Omari Hutchinson,RW,0,0,0,1
Nottingham Forest,2526,Ryan Yates,DM,0,0,0,0
Nottingham Forest,2526,Jair Cunha,CB,0,0,0,0
Nottingham Forest,2526,James McAtee,AM,0,0,0,0
Nottingham Forest,2526,Luca Netz,LB,0,0,0,0
Nottingham Forest,2526,Matz Sels,GK,0,0,0,0
Nottingham Forest,2526,Stefan Ortega,GK,3,0,3,0
Nottingham Forest,2526,Dilane Bakwa,RW,0,0,0,0
Nottingham Forest,2526,Willy Boly,CB,0,0,0,0
Nottingham Forest,2526,Nikola Milenković,CB,0,0,0,0
Nottingham Forest,2526,Ola Aina,RB,18,0,18,0
Nottingham Forest,2526,Nicolò Savona,RB,0,0,0,2
Nottingham Forest,2526,Zach Abbott,CB,0,0,0,0
Nottingham Forest,2526,Jimmy Sinclair,RB,0,0,0,0
Nottingham Forest,2526,Douglas Luiz,CM,0,0,0,0
Nottingham Forest,2526,Oleksandr Zinchenko,LB,0,0,0,0
Nottingham Forest,2526,Arnaud Kalimuendo,CF,0,0,0,0
Nottingham Forest,2526,Jota Silva,RW,0,0,0,0
Sunderland,2526,Dennis Cirkin,DF,3,5,8,0
Sunderland,2526,Daniel Ballard,DF,24,5,29,2
Sunderland,2526,Lutsharel Geertruida,DF,17,11,28,0
Sunderland,2526,Chemsdine Talbi,FW,16,12,28,4
Sunderland,2526,Brian Brobbey,FW,22,9,31,7
Sunderland,2526,Nilson Angulo,FW,5,3,8,0
Sunderland,2526,Chris Rigg,MF,11,7,18,1
Sunderland,2526,Eliezer Mayenda,FW,8,12,20,2
Sunderland,2526,Luke O'Nien,DF,5,7,12,0
Sunderland,2526,Romaine Mundle,FW,2,12,14,0
Sunderland,2526,Omar Alderete,DF,32,1,33,1
Sunderland,2526,Reinildo Mandava,DF,23,2,25,0
Sunderland,2526,Wilson Isidor,FW,11,21,32,6
Sunderland,2526,Habib Diarra,MF,15,5,20,2
Sunderland,2526,Nordi Mukiele,DF,32,0,32,3
Sunderland,2526,Robin Roefs,GK,35,0,35,0
Sunderland,2526,Bertrand Traoré,FW,9,3,12,1
Sunderland,2526,Noah Sadiki,MF,33,0,33,0
Sunderland,2526,Enzo Le Fée,MF,33,3,36,5
Sunderland,2526,Milan Aleksić,MF,0,0,0,0
Sunderland,2526,Melker Ellborg,GK,3,0,3,0
Sunderland,2526,Trai Hume,DF,34,4,38,2
Sunderland,2526,Granit Xhaka,MF,32,2,34,1
Sunderland,2526,Jocelin Ta Bi,FW,1,0,1,0
Sunderland,2526,Harrison Jones,MF,0,0,0,0
Sunderland,2526,Jenson Jones,DF,0,0,0,0
Sunderland,2526,Anthony Patterson,GK,0,0,0,0
Sunderland,2526,Niall Huggins,DF,0,0,0,0
Sunderland,2526,Dan Neil,MF,0,3,3,0
Sunderland,2526,Jenson Seelt,DF,1,1,2,0
Sunderland,2526,Simon Adingra,FW,9,5,14,1
Sunderland,2526,Arthur Masuaku,DF,2,1,3,0
Sunderland,2526,Marc Guiu,FW,0,2,2,0
Sunderland,2526,Patrick Roberts,FW,0,1,1,0
Tottenham Hotspur,2425,Guglielmo Vicario,GK,24,0,24,0
Tottenham Hotspur,2425,Sergio Reguilón,DF,1,3,4,0
Tottenham Hotspur,2425,Kevin Danso,DF,10,1,11,0
Tottenham Hotspur,2425,Radu Drăgușin,DF,13,2,15,0
Tottenham Hotspur,2425,Son Heung-min,FW,24,6,30,7
Tottenham Hotspur,2425,Yves Bissouma,MF,16,12,28,2
Tottenham Hotspur,2425,Richarlison,FW,4,11,15,4
Tottenham Hotspur,2425,James Maddison,MF,22,10,32,9
Tottenham Hotspur,2425,Mathys Tel,FW,11,2,13,2
Tottenham Hotspur,2425,Destiny Udogie,DF,24,1,25,0
Tottenham Hotspur,2425,Archie Gray,MF,19,9,28,0
Tottenham Hotspur,2425,Lucas Bergvall,MF,11,16,27,0
Tottenham Hotspur,2425,Timo Werner,FW,4,14,18,0
Tottenham Hotspur,2425,Cristian Romero,DF,18,0,18,1
Tottenham Hotspur,2425,Dominic Solanke,FW,25,2,27,9
Tottenham Hotspur,2425,Fraser Forster,GK,7,0,7,0
Tottenham Hotspur,2425,Dejan Kulusevski,FW,27,5,32,7
Tottenham Hotspur,2425,Brennan Johnson,FW,24,9,33,11
Tottenham Hotspur,2425,Pedro Porro,DF,28,5,33,2
Tottenham Hotspur,2425,Djed Spence,DF,19,6,25,1
Tottenham Hotspur,2425,Wilson Odobert,FW,9,7,16,1
Tottenham Hotspur,2425,Pape Matar Sarr,MF,22,14,36,3
Tottenham Hotspur,2425,Rodrigo Bentancur,MF,21,5,26,2
Tottenham Hotspur,2425,Antonín Kinský,GK,6,0,6,0
Tottenham Hotspur,2425,Ben Davies,DF,14,3,17,0
Tottenham Hotspur,2425,Micky van de Ven,DF,12,1,13,0
Tottenham Hotspur,2425,Brandon Austin,GK,1,0,1,0
Tottenham Hotspur,2425,Will Lankshear,FW,0,3,3,0
Tottenham Hotspur,2425,Dane Scarlett,FW,0,3,3,0
Tottenham Hotspur,2425,Mikey Moore,MF,3,7,10,0
Tottenham Hotspur,2425,Alfie Dorrington,DF,0,1,1,0
Tottenham Hotspur,2425,Damola Ajayi,FW,0,0,0,0
Tottenham Hotspur,2425,Callum Olusesi,MF,0,0,0,0
Tottenham Hotspur,2526,Guglielmo Vicario,GK,31,0,31,0
Tottenham Hotspur,2526,Radu Drăgușin,DF,5,5,10,0
Tottenham Hotspur,2526,Kevin Danso,DF,17,7,24,0
Tottenham Hotspur,2526,João Palhinha,MF,23,10,33,5
Tottenham Hotspur,2526,Xavi Simons,FW,19,9,28,2
Tottenham Hotspur,2526,Yves Bissouma,MF,7,4,11,0
Tottenham Hotspur,2526,Richarlison,FW,20,12,32,11
Tottenham Hotspur,2526,James Maddison,MF,0,3,3,0
Tottenham Hotspur,2526,Mathys Tel,FW,13,18,31,4
Tottenham Hotspur,2526,Destiny Udogie,DF,14,6,20,0
Tottenham Hotspur,2526,Archie Gray,MF,18,6,24,2
Tottenham Hotspur,2526,Lucas Bergvall,MF,11,12,23,1
Tottenham Hotspur,2526,Cristian Romero,DF,22,1,23,4
Tottenham Hotspur,2526,Dominic Solanke,FW,11,4,15,3
Tottenham Hotspur,2526,Mohammed Kudus,MF,19,0,19,2
Tottenham Hotspur,2526,Conor Gallagher,MF,14,2,16,1
Tottenham Hotspur,2526,Pedro Porro,DF,31,2,33,1
Tottenham Hotspur,2526,Djed Spence,DF,23,7,30,0
Tottenham Hotspur,2526,Wilson Odobert,FW,10,14,24,0
Tottenham Hotspur,2526,Pape Matar Sarr,MF,13,13,26,2
Tottenham Hotspur,2526,Rodrigo Bentancur,MF,23,3,26,1
Tottenham Hotspur,2526,Antonín Kinský,GK,7,0,7,0
Tottenham Hotspur,2526,Ben Davies,DF,2,1,3,1
Tottenham Hotspur,2526,Micky van de Ven,DF,35,0,35,4
Tottenham Hotspur,2526,Souza,DF,2,2,4,0
Tottenham Hotspur,2526,Randal Kolo Muani,FW,21,9,30,1
Tottenham Hotspur,2526,Dane Scarlett,FW,0,2,2,0
Tottenham Hotspur,2526,Callum Olusesi,MF,0,1,1,0
Tottenham Hotspur,2526,Jun'ai Byfield,DF,0,1,1,0
Tottenham Hotspur,2526,Lucá Williams-Barnett,MF,0,0,0,0
Tottenham Hotspur,2526,James Rowswell,DF,0,1,1,0
Tottenham Hotspur,2526,Brennan Johnson,FW,6,10,16,2
West Ham United,2425,Łukasz Fabiański,GK,13,1,14,0
West Ham United,2425,Aaron Cresswell,DF,10,8,18,0
West Ham United,2425,Carlos Soler,MF,14,17,31,1
West Ham United,2425,Vladimír Coufal,DF,11,11,22,0
West Ham United,2425,Crysencio Summerville,FW,7,12,19,1
West Ham United,2425,James Ward-Prowse,MF,12,3,15,1
West Ham United,2425,Michail Antonio,FW,11,3,14,1
West Ham United,2425,Lucas Paquetá,MF,27,6,33,4
West Ham United,2425,Niclas Füllkrug,FW,6,12,18,3
West Ham United,2425,Mohammed Kudus,MF,31,1,32,5
West Ham United,2425,Konstantinos Mavropanos,DF,21,12,33,0
West Ham United,2425,Luis Guilherme,FW,1,11,12,0
West Ham United,2425,Danny Ings,FW,1,14,15,1
West Ham United,2425,Edson Álvarez,MF,20,8,28,0
West Ham United,2425,Jarrod Bowen,FW,34,0,34,13
West Ham United,2425,Alphonse Areola,GK,25,1,26,0
West Ham United,2425,Guido Rodríguez,MF,16,7,23,0
West Ham United,2425,Jean-Clair Todibo,DF,20,7,27,0
West Ham United,2425,Maximilian Kilman,DF,38,0,38,0
West Ham United,2425,Tomáš Souček,MF,30,5,35,9
West Ham United,2425,Aaron Wan-Bissaka,DF,35,1,36,2
West Ham United,2425,Emerson Palmieri,DF,26,5,31,2
West Ham United,2425,Evan Ferguson,FW,1,7,8,0
West Ham United,2425,Andy Irving,MF,1,9,10,0
West Ham United,2425,Kaelan Casey,DF,0,1,1,0
West Ham United,2425,Oliver Scarles,DF,7,8,15,0
West Ham United,2425,Lewis Orford,MF,0,2,2,0
West Ham United,2526,Mads Hermansen,GK,18,0,18,0
West Ham United,2526,Kyle Walker-Peters,DF,15,8,23,1
West Ham United,2526,Maximilian Kilman,DF,17,4,21,0
West Ham United,2526,Axel Disasi,DF,14,0,14,0
West Ham United,2526,Crysencio Summerville,FW,29,2,31,5
West Ham United,2526,Callum Wilson,FW,11,21,32,7
West Ham United,2526,Taty Castellanos,FW,17,1,18,6
West Ham United,2526,El Hadji Malick Diouf,DF,30,2,32,0
West Ham United,2526,Konstantinos Mavropanos,DF,27,4,31,3
West Ham United,2526,Adama Traoré,FW,0,9,9,0
West Ham United,2526,Mateus Fernandes,MF,35,1,36,3
West Ham United,2526,Pablo,FW,10,4,14,0
West Ham United,2526,Jarrod Bowen,FW,38,0,38,9
West Ham United,2526,Keiber Lamadrid,MF,0,0,0,0
West Ham United,2526,Alphonse Areola,GK,20,0,20,0
West Ham United,2526,Jean-Clair Todibo,DF,22,1,23,0
West Ham United,2526,Soungoutou Magassa,MF,11,11,22,1
West Ham United,2526,Tomáš Souček,MF,24,11,35,5
West Ham United,2526,Aaron Wan-Bissaka,DF,23,2,25,0
West Ham United,2526,Oliver Scarles,DF,9,4,13,0
West Ham United,2526,Freddie Potts,MF,12,10,22,0
West Ham United,2526,Finlay Herrick,GK,0,0,0,0
West Ham United,2526,Mohamadou Kanté,MF,0,11,11,0
West Ham United,2526,Lewis Orford,MF,0,0,0,0
West Ham United,2526,Ezra Mayers,DF,0,6,6,0
West Ham United,2526,Nayef Aguerd,DF,2,0,2,0
West Ham United,2526,Lucas Paquetá,MF,17,0,17,4
West Ham United,2526,Luis Guilherme,FW,1,4,5,0
West Ham United,2526,Guido Rodríguez,MF,2,4,6,0
West Ham United,2526,Andy Irving,MF,2,5,7,0
West Ham United,2526,Igor Julio,DF,1,3,4,0
West Ham United,2526,James Ward-Prowse,MF,5,0,5,0
West Ham United,2526,Niclas Füllkrug,FW,6,3,9,0
West Ham United,2526,George Earthy,MF,0,1,1,0
West Ham United,2526,Callum Marshall,FW,0,2,2,0
Wolverhampton Wanderers,2425,José Sá,GK,29,0,29,0
Wolverhampton Wanderers,2425,Matt Doherty,DF,25,5,30,2
Wolverhampton Wanderers,2425,Rayan Aït-Nouri,DF,37,0,37,4
Wolverhampton Wanderers,2425,Santiago Bueno,DF,18,11,29,0
Wolverhampton Wanderers,2425,Marshall Munetsi,MF,12,2,14,2
Wolverhampton Wanderers,2425,Boubacar Traoré,MF,0,1,1,0
Wolverhampton Wanderers,2425,André,MF,31,2,33,0
Wolverhampton Wanderers,2425,João Gomes,MF,35,1,36,3
Wolverhampton Wanderers,2425,Jørgen Strand Larsen,FW,30,5,35,14
Wolverhampton Wanderers,2425,Matheus Cunha,FW,29,4,33,15
Wolverhampton Wanderers,2425,Hwang Hee-chan,FW,5,17,22,2
Wolverhampton Wanderers,2425,Emmanuel Agbadou,DF,16,0,16,1
Wolverhampton Wanderers,2425,Yerson Mosquera,DF,5,0,5,0
Wolverhampton Wanderers,2425,Craig Dawson,DF,10,5,15,0
Wolverhampton Wanderers,2425,Rodrigo Gomes,FW,7,18,25,2
Wolverhampton Wanderers,2425,Tommy Doyle,MF,3,21,24,0
Wolverhampton Wanderers,2425,Pablo Sarabia,FW,7,15,22,3
Wolverhampton Wanderers,2425,Nélson Semedo,DF,32,2,34,0
Wolverhampton Wanderers,2425,Toti Gomes,DF,29,1,30,0
Wolverhampton Wanderers,2425,Dan Bentley,GK,2,0,2,0
Wolverhampton Wanderers,2425,Carlos Forbs,FW,1,9,10,0
Wolverhampton Wanderers,2425,Jean‐Ricner Bellegarde,MF,20,15,35,2
Wolverhampton Wanderers,2425,Gonçalo Guedes,FW,10,19,29,2
Wolverhampton Wanderers,2425,Sam Johnstone,GK,7,0,7,0
Wolverhampton Wanderers,2425,Nasser Djiga,DF,1,4,5,0
Wolverhampton Wanderers,2425,Pedro Lima,DF,1,2,3,0
Wolverhampton Wanderers,2425,Tom King,GK,0,1,1,0
Wolverhampton Wanderers,2425,Alfie Pond,DF,0,1,1,0
Wolverhampton Wanderers,2425,Mateus Mané,FW,0,1,1,0
Wolverhampton Wanderers,2425,Mario Lemina,MF,15,2,17,1
Wolverhampton Wanderers,2425,Daniel Podence,FW,0,2,2,0
Wolverhampton Wanderers,2425,Chiquinho,FW,0,1,1,0
Wolverhampton Wanderers,2526,José Sá,GK,23,0,23,0
Wolverhampton Wanderers,2526,Matt Doherty,DF,11,0,11,0
Wolverhampton Wanderers,2526,Hugo Bueno,DF,23,9,32,1
Wolverhampton Wanderers,2526,Santiago Bueno,DF,28,1,29,3
Wolverhampton Wanderers,2526,David Møller Wolfe,DF,11,11,22,0
Wolverhampton Wanderers,2526,André,MF,30,5,35,1
Wolverhampton Wanderers,2526,João Gomes,MF,32,3,35,1
Wolverhampton Wanderers,2526,Adam Armstrong,FW,14,0,14,2
Wolverhampton Wanderers,2526,Hwang Hee-chan,FW,18,8,26,2
Wolverhampton Wanderers,2526,Tolu Arokodare,FW,13,20,33,3
Wolverhampton Wanderers,2526,Yerson Mosquera,DF,24,3,27,0
Wolverhampton Wanderers,2526,Pedro Lima,DF,3,6,9,0
Wolverhampton Wanderers,2526,Rodrigo Gomes,MF,9,13,22,3
Wolverhampton Wanderers,2526,Toti Gomes,DF,17,2,19,0
Wolverhampton Wanderers,2526,Dan Bentley,GK,3,0,3,0
Wolverhampton Wanderers,2526,Jean‐Ricner Bellegarde,MF,15,11,26,1
Wolverhampton Wanderers,2526,Sam Johnstone,GK,12,0,12,0
Wolverhampton Wanderers,2526,Mateus Mané,FW,19,8,27,3
Wolverhampton Wanderers,2526,Ladislav Krejčí,MF,27,1,28,2
Wolverhampton Wanderers,2526,Jackson Tchatchoua,DF,19,12,31,0
Wolverhampton Wanderers,2526,Angel Gomes,MF,6,5,11,0
Wolverhampton Wanderers,2526,Jerome Abbey,MF,0,1,1,0
Wolverhampton Wanderers,2526,Tom Edozie,FW,0,3,3,1
Wolverhampton Wanderers,2526,Jørgen Strand Larsen,FW,14,8,22,1
Wolverhampton Wanderers,2526,Jhon Arias,FW,14,9,23,1
Wolverhampton Wanderers,2526,Emmanuel Agbadou,DF,12,2,14,0
Wolverhampton Wanderers,2526,Marshall Munetsi,MF,9,4,13,1
Wolverhampton Wanderers,2526,Saša Kalajdžić,MF,0,1,1,0
Wolverhampton Wanderers,2526,Tawanda Chirewa,MF,0,2,2,0
Wolverhampton Wanderers,2526,Ki-Jana Hoever,DF,6,2,8,0
Wolverhampton Wanderers,2526,Fer López,MF,2,7,9,0
